presencia,bio_11,bio_12,bio_13,bio_14,bio_4,bio_5,bio_7
1,249,2603,261,174,366,314,115
0,259,2253,340,40,607,325,101
0,256,1585,260,5,568,335,143
1,249,1468,247,6,788,345,170
1,261,2220,370,85,454,324,109
1,269,2710,381,111,547,341,127
0,259,1836,229,77,513,337,142
0,248,2228,356,9,423,338,168
1,267,2405,340,102,333,327,105
0,260,2245,332,25,403,344,164
1,245,2225,368,3,633,354,201
0,248,2166,295,44,548,321,136
0,249,2403,295,52,674,325,125
1,273,663,183,4,729,338,110
0,122,1340,178,30,146,193,138
0,232,1944,324,8,484,330,186
0,238,1898,256,31,720,318,153
0,259,2908,348,170,315,318,105
1,265,2415,373,89,575,334,112
1,232,1575,264,9,742,330,181
0,266,2275,285,91,379,325,102
0,265,2455,293,98,278,322,104
0,256,2441,248,132,421,320,117
0,268,2248,301,68,413,327,101
1,255,1746,316,26,480,320,112
0,251,2257,334,31,425,337,162
0,247,2058,314,29,617,323,143
0,221,1505,216,37,747,307,164
1,257,1666,261,14,665,343,155
0,261,2273,404,85,517,328,113
1,254,3516,384,233,396,315,107
1,257,3454,406,209,406,330,128
1,229,1770,303,3,1067,338,204
1,250,1886,316,46,527,316,120
0,257,1965,408,43,697,346,137
0,114,582,100,7,692,210,190
0,256,2549,329,64,341,320,118
0,249,3180,338,213,442,306,101
1,167,1906,294,43,1132,252,144
0,257,2241,332,25,482,333,139
0,238,1763,294,47,1285,332,158
1,243,1556,255,22,1140,341,171
0,250,1654,287,2,817,343,173
0,56,533,122,4,1921,191,239
1,217,1754,308,9,625,313,182
0,226,1501,265,13,1054,327,185
0,253,2053,232,109,337,314,114
0,250,3217,384,133,562,318,111
1,258,2273,375,87,660,338,124
1,259,2869,418,30,833,343,126
0,251,3479,393,176,397,307,101
1,14,778,171,5,1584,148,243
1,254,2806,325,135,606,319,110
1,266,1920,308,70,396,328,112
0,60,754,160,4,1298,179,221
1,233,1837,250,29,836,317,159
0,252,2802,318,134,394,312,111
0,252,2829,300,151,330,312,108
1,254,1792,277,21,604,334,144
0,251,2950,316,160,423,309,106
0,256,2378,261,104,451,324,126
0,55,827,180,4,1457,182,233
0,264,2329,325,76,463,331,115
0,254,3067,404,77,694,333,121
1,267,2015,322,87,397,328,110
0,222,2128,351,54,1914,327,177
1,257,2259,330,66,494,329,129
1,201,1507,153,93,466,271,125
0,255,2215,347,19,518,332,141
1,71,1066,169,25,650,158,172
0,252,2581,285,133,441,315,115
0,4,773,180,7,1465,134,235
1,249,1894,316,39,509,321,129
0,234,1616,214,52,539,313,151
1,228,1262,211,20,1470,332,180
0,252,1847,264,18,550,328,140
0,223,1870,284,64,1369,315,152
1,261,3052,359,175,427,321,105
1,258,2684,367,42,917,342,126
0,234,2999,301,200,542,302,115
0,238,785,154,23,1142,315,115
1,237,1907,337,1,745,337,191
1,265,2146,325,96,357,326,110
0,260,2947,372,81,295,324,120
0,262,2596,348,72,390,324,110
0,260,2518,355,53,332,324,117
0,259,2233,316,35,393,334,145
1,243,2173,347,6,660,348,195
0,77,693,149,4,1366,192,215
1,249,2061,318,24,546,330,149
1,256,3413,456,135,507,332,125
0,111,808,152,10,1019,226,210
0,248,1744,297,26,449,318,129
1,259,1950,302,40,597,328,117
1,263,2545,347,142,321,323,107
0,239,1523,374,4,1023,312,119
0,231,1464,241,32,1593,334,175
0,246,2384,279,67,552,315,130
1,261,2565,349,65,408,324,113
0,254,1607,258,7,673,344,162
0,252,1679,309,32,480,317,116
0,246,1756,298,20,409,319,136
0,249,2666,312,142,623,316,113
0,267,1571,272,8,721,358,149
1,253,2621,316,111,335,314,110
1,268,2326,311,68,405,327,101
0,241,2120,354,1,692,355,211
1,267,1634,212,33,309,332,114
1,252,1729,234,46,539,328,141
0,224,2260,356,72,1902,326,171
0,253,2572,315,91,309,315,112
1,234,3302,465,116,913,312,139
1,227,2144,291,46,1023,317,163
1,239,2695,393,128,367,306,117
0,191,3616,566,35,580,266,125
1,261,1697,205,69,506,338,143
1,247,1618,279,40,981,339,159
1,259,1694,255,7,350,308,86
1,226,2789,384,102,675,306,145
0,231,1910,323,45,1644,333,174
1,242,1748,295,47,1097,333,154
1,247,2034,342,9,477,341,181
1,264,2514,268,135,422,330,122
0,240,2020,334,3,807,346,193
1,249,5296,670,203,275,308,104
0,187,2140,348,47,299,261,129
1,208,4319,474,263,414,271,110
0,251,2708,323,96,320,313,119
0,249,3276,432,123,566,322,117
0,264,2246,339,84,492,328,107
0,253,2215,389,73,616,329,123
0,262,2265,363,87,409,324,108
1,248,2976,327,193,494,313,113
1,244,1682,290,42,1075,335,156
0,246,3059,336,198,500,311,113
1,153,1411,229,19,443,229,133
0,241,2178,392,4,632,343,192
0,257,2207,317,42,405,332,140
0,249,2525,294,81,383,314,124
0,249,2284,372,11,451,336,167
1,235,1919,328,5,489,332,184
0,232,2069,313,74,594,306,129
0,254,2951,383,65,752,334,121
1,210,2087,287,71,541,292,158
0,72,787,139,5,687,168,192
0,252,3120,344,174,437,310,103
0,248,2358,386,13,556,331,154
0,248,2233,367,4,554,356,200
0,261,2218,271,93,344,321,104
0,246,2902,320,169,489,311,112
1,261,2262,352,21,399,344,162
1,245,1944,304,30,281,321,146
1,173,1617,222,43,212,233,111
1,259,2720,363,58,395,325,119
1,252,2397,270,90,454,318,124
1,265,2384,409,51,621,334,109
1,252,1467,305,15,480,317,115
1,248,2051,266,58,504,317,131
1,262,2773,416,120,421,323,106
1,248,2916,369,92,693,316,113
1,27,795,163,4,887,123,188
1,225,2723,428,85,1913,328,174
1,255,2403,382,17,930,343,128
0,253,2972,405,59,754,334,122
0,260,2458,307,79,334,320,108
0,159,2187,270,61,351,214,95
1,256,1795,246,30,385,327,132
0,255,2844,317,200,460,316,108
0,251,3001,306,167,343,311,106
1,237,1902,307,58,1167,326,149
0,254,3587,465,199,292,294,68
0,261,2129,310,68,500,331,124
1,265,3105,484,59,843,352,131
0,244,3131,334,184,454,309,111
0,16,780,156,4,1903,156,260
0,252,2557,312,77,365,316,123
0,265,2133,320,80,494,329,106
1,254,2691,305,141,433,316,113
1,202,1553,241,49,594,273,130
0,115,1308,179,24,442,188,128
1,251,2788,302,157,412,309,107
0,246,2004,271,48,581,317,134
1,252,2601,295,127,333,313,116
1,253,2263,361,15,426,342,172
1,234,1584,279,1,1047,338,192
0,260,2077,252,99,345,329,124
1,260,2342,319,56,315,327,123
1,194,2033,297,63,718,288,173
1,264,2242,322,111,317,325,109
1,255,2849,319,200,481,316,108
1,86,868,178,8,1168,179,175
0,264,2280,319,116,306,324,108
1,246,1582,277,37,990,339,160
0,256,1765,282,4,417,348,173
1,255,1539,315,13,494,320,113
1,235,2866,431,93,1063,319,143
1,242,1925,314,3,716,350,198
0,263,2133,310,36,407,339,144
0,219,1204,207,36,1972,324,169
1,255,3456,562,36,508,330,123
0,236,3048,351,141,405,310,142
1,250,2856,336,124,722,318,113
1,258,1682,265,35,629,325,107
1,221,2160,350,56,1941,327,178
0,211,1941,326,7,527,307,184
1,256,2639,324,105,307,316,109
0,234,1496,250,9,845,331,176
1,248,1574,272,34,914,340,160
0,263,1768,327,1,660,350,162
0,256,2584,407,32,447,336,148
1,246,3433,374,226,437,305,102
0,243,3149,331,202,464,308,112
1,256,2376,328,51,623,326,108
0,139,2734,362,82,365,201,117
1,249,3513,347,226,364,308,104
1,260,2599,312,158,337,319,104
1,263,2185,413,74,507,331,115
0,244,2003,344,7,523,340,184
1,248,3443,376,224,443,307,102
1,45,833,181,4,1534,175,239
1,262,2412,315,71,306,325,117
1,246,3320,359,221,437,304,101
1,253,2902,327,168,449,313,107
1,243,3137,339,206,465,307,112
0,246,2717,323,78,630,321,120
1,243,2182,287,66,629,322,148
1,217,1740,308,9,662,313,182
1,254,3591,442,183,466,327,125
0,252,2896,315,158,415,311,108
0,242,1836,327,1,488,335,175
0,254,1904,248,65,574,332,142
0,253,1947,301,46,573,323,120
0,246,1965,251,60,566,325,149
1,169,2054,273,69,372,232,113
0,247,2710,327,68,691,319,115
0,254,1982,280,23,529,328,136
0,261,1587,209,39,272,322,108
1,249,3040,339,181,509,312,106
1,246,1779,304,3,694,350,193
0,265,2434,296,107,281,324,105
0,243,2418,396,11,569,351,197
1,264,2129,321,96,355,325,109
1,237,1898,331,2,895,348,205
1,264,2186,305,114,325,324,109
1,181,1825,277,45,1194,264,135
0,259,2031,350,39,485,323,111
1,247,1501,246,17,994,345,171
0,267,2177,319,83,465,329,105
1,258,2214,342,36,599,324,100
1,124,1084,160,21,837,221,192
1,241,2004,345,4,813,341,190
1,250,3058,315,179,366,309,105
1,255,2262,330,33,437,338,157
0,236,2748,360,113,263,308,139
1,252,3311,364,211,415,311,103
1,223,1292,217,40,1942,327,171
1,259,2582,366,36,444,332,137
0,246,1714,287,21,400,318,133
1,262,8010,849,539,227,315,98
0,239,1658,280,40,1256,334,165
1,259,2622,299,128,423,325,119
0,252,1842,319,2,517,345,174
1,248,2176,366,9,634,358,202
0,243,2382,338,44,580,318,143
0,253,2517,272,135,405,315,114
1,253,3316,365,213,406,311,102
0,264,2212,287,86,398,328,116
0,244,2399,398,5,612,357,207
1,255,2939,331,191,457,315,106
0,242,4022,433,235,468,304,108
1,261,2140,313,38,394,337,144
1,235,1814,296,13,522,333,180
1,257,1627,257,12,704,345,160
0,253,2361,377,12,496,352,190
0,247,1760,258,30,840,334,154
1,253,1901,291,23,583,333,145
1,237,1736,225,54,551,319,155
1,244,1912,247,53,550,323,150
1,253,2993,332,199,466,313,105
1,242,1988,351,5,566,340,188
1,264,2085,317,92,368,326,110
0,250,1545,255,6,686,343,165
0,225,3158,497,94,1923,329,177
1,263,1761,258,41,605,330,108
0,252,2741,330,95,336,314,115
0,139,1095,205,16,1610,255,214
1,177,1344,219,22,1139,257,132
0,253,2871,326,171,450,314,109
0,260,3054,453,71,592,340,131
1,248,1922,300,7,359,340,175
0,257,7221,792,417,256,305,85
1,258,2578,365,33,433,332,138
0,254,2767,318,135,382,313,111
1,267,1672,276,7,699,352,137
1,256,1681,285,16,304,335,146
0,253,1781,267,13,547,329,139
1,247,2996,328,166,453,310,110
0,242,2415,396,27,454,295,93
1,239,1454,242,11,950,335,174
1,218,1979,326,8,507,317,187
1,265,2314,324,80,494,331,111
0,254,1878,272,19,526,329,138
0,238,2007,303,23,737,318,153
1,248,2399,363,13,502,350,189
1,138,1437,217,25,198,206,133
0,257,4540,554,273,243,309,92
0,267,2254,314,108,347,327,106
1,255,1894,321,20,311,327,130
1,250,3215,352,178,426,307,101
0,201,2798,281,181,561,280,131
0,171,2319,398,54,1933,292,216
0,264,2488,297,100,278,321,105
0,268,2067,316,82,484,331,105
1,264,2242,324,114,310,325,109
0,225,1504,246,46,1927,329,172
1,251,2937,318,160,426,310,107
0,250,1189,152,68,501,329,150
1,259,2980,375,77,311,324,122
1,238,2349,352,44,667,316,150
1,246,1761,298,19,415,320,136
1,263,2759,384,139,324,323,108
1,256,2430,367,22,444,333,146
1,253,2985,325,208,493,314,104
0,253,2438,289,100,423,318,120
1,252,2425,324,74,589,324,112
0,235,2431,383,11,539,341,193
1,249,2318,360,15,473,345,179
1,239,2066,355,2,701,352,209
1,257,3191,357,206,413,318,107
1,262,2338,339,42,569,329,106
0,246,1966,305,8,357,339,177
0,252,2879,291,164,390,309,105
1,249,3483,348,225,340,307,103
0,255,1974,283,21,511,328,135
0,253,1759,291,12,346,334,151
0,250,2262,376,13,563,331,150
1,139,1031,144,28,432,196,112
0,251,2238,302,74,393,323,136
0,251,2768,306,149,325,311,107
1,250,2408,326,54,450,321,133
1,250,2173,332,26,578,330,146
0,253,2539,278,130,419,316,115
1,257,3004,312,205,413,317,111
0,225,1650,295,11,765,322,182
1,264,2234,302,75,415,330,119
1,248,1594,267,2,742,346,185
1,239,1769,329,0,494,335,179
1,235,2185,315,97,350,299,113
1,254,2610,297,129,421,317,115
1,245,2122,332,12,382,333,165
0,247,2439,387,24,531,331,155
0,259,2452,341,49,380,328,124
1,252,6484,649,349,218,308,102
1,270,2812,405,36,797,352,126
0,252,1841,270,14,556,329,141
0,248,2071,341,3,550,351,191
1,75,747,131,10,871,172,192
0,255,2082,307,25,457,327,134
0,252,2823,318,137,620,316,109
0,223,1536,332,5,272,293,132
0,253,1945,288,28,592,331,142
0,251,2070,317,8,395,347,182
0,252,2339,221,152,482,319,114
0,252,3940,711,8,448,312,99
1,255,2846,307,200,477,316,109
0,252,2004,320,21,437,303,92
0,263,1958,310,5,426,353,168
0,249,2258,360,15,523,334,160
1,249,3963,691,33,449,308,99
0,260,2569,349,39,978,343,128
0,258,2160,354,68,519,327,117
1,247,2040,280,36,573,320,139
0,251,1460,233,37,269,320,126
0,207,2886,370,52,388,271,120
0,158,735,165,13,707,240,153
0,248,2150,344,11,362,343,180
1,261,2280,321,31,456,336,139
0,155,771,112,16,656,250,187
1,245,2021,320,15,369,328,156
1,266,2152,277,109,312,326,107
0,257,2479,395,16,457,352,183
0,57,1291,185,26,675,145,175
0,262,2277,311,44,395,335,137
0,256,1928,323,5,477,344,166
0,237,2277,316,83,440,315,148
0,260,3390,443,133,508,338,134
0,247,1964,319,11,371,326,148
0,258,1836,308,6,366,309,90
1,253,2856,333,159,399,312,109
1,69,1108,140,55,611,141,113
0,253,1649,266,15,749,343,163
0,253,2550,288,121,348,313,111
0,248,1879,275,34,760,329,145
1,250,2776,312,153,390,311,109
0,250,3005,330,181,452,307,100
1,263,2880,411,33,820,346,125
0,219,1501,256,11,915,317,180
1,246,2141,354,47,632,322,117
0,236,2158,372,6,919,353,218
1,266,2202,335,85,357,326,106
0,240,2133,376,2,660,341,191
1,223,1263,216,16,1409,331,189
1,250,2437,301,67,393,315,127
1,254,1902,278,29,571,332,141
0,253,2447,270,103,405,316,119
0,253,5471,698,335,222,301,86
1,260,2486,326,69,286,322,112
0,229,1108,147,48,269,295,120
1,210,1437,156,79,439,282,127
0,240,2135,325,11,377,333,175
1,237,1963,292,30,765,319,155
0,262,2884,411,31,824,345,125
1,250,2589,309,83,362,314,123
1,263,2331,377,89,384,324,107
1,253,2185,333,21,566,330,143
0,252,3493,402,234,421,314,108
0,260,2268,248,105,411,325,119
0,231,1837,307,42,1595,333,174
1,243,1617,285,36,1139,336,159
1,235,1448,243,11,980,333,176
1,250,1464,308,15,493,315,114
0,249,2039,327,9,447,331,152
0,259,2234,340,26,409,339,156
0,240,1707,276,11,569,337,177
0,263,1729,325,14,272,337,141
0,256,2541,365,23,437,338,158
0,252,2971,293,192,453,313,110
0,240,1680,277,30,1277,340,172
0,13,809,151,5,893,112,194
1,261,2793,334,155,283,320,105
1,244,1903,304,6,293,333,170
1,261,1911,307,46,581,330,115
1,261,2850,404,129,408,331,122
1,244,2751,326,77,681,315,113
0,259,2066,216,110,357,320,111
0,251,1604,267,17,831,343,165
0,151,952,116,42,409,227,141
1,265,2285,313,88,399,329,115
1,240,4256,620,59,733,317,124
1,265,2279,310,87,399,328,114
0,242,1674,218,61,522,319,146
1,177,1220,224,12,404,243,127
0,228,4080,656,27,675,308,127
1,254,1534,255,7,704,347,165
1,255,2182,322,23,483,329,136
0,253,2847,333,172,366,312,104
0,254,1809,278,22,591,333,143
1,247,2687,320,143,626,314,114
1,208,2353,280,95,403,271,107
1,255,2349,345,54,601,326,110
1,264,2365,361,74,301,324,108
0,246,1826,322,48,508,313,121
1,254,2996,314,209,429,315,111
0,246,3499,385,226,437,306,103
1,229,1669,272,46,1797,331,172
0,178,1790,250,51,588,263,167
1,247,1740,306,44,465,315,122
1,259,1841,220,80,504,337,145
1,245,3046,328,178,468,310,111
1,20,891,163,6,961,110,181
0,253,3273,356,206,433,312,102
0,252,2037,391,53,696,336,129
1,250,1570,286,20,363,331,158
0,256,2136,343,12,809,339,126
0,250,2353,377,13,440,336,165
0,247,1979,276,44,570,319,137
1,234,1718,242,19,1038,324,161
1,237,2114,345,1,775,352,215
1,264,2280,319,120,312,324,108
1,243,1850,277,31,881,327,148
1,249,2061,334,10,405,332,155
0,134,794,128,12,957,238,199
1,250,2439,276,69,466,317,127
0,253,1742,232,53,517,328,141
1,258,2832,365,35,815,339,129
1,267,2180,310,76,473,330,106
1,256,2373,260,98,465,324,127
1,226,4637,587,279,214,290,117
1,255,2159,330,22,544,333,144
1,262,1991,334,36,544,328,108
1,236,2421,360,45,425,302,127
1,120,1042,147,48,335,186,117
0,260,2611,339,74,381,322,109
0,259,2425,301,84,327,320,107
1,253,1764,262,13,556,329,139
0,248,2188,359,8,465,336,167
0,254,1990,285,26,591,330,139
0,67,1153,167,22,675,156,177
1,259,2578,369,28,1068,348,132
0,58,563,127,5,1814,188,233
1,235,3031,455,25,658,313,125
0,271,2363,326,26,374,340,120
1,230,1907,315,11,504,330,187
0,251,2456,281,80,400,316,124
1,253,1500,256,13,797,348,166
0,253,3115,350,196,409,311,101
1,238,2268,382,4,759,356,219
0,42,700,141,9,1415,149,197
0,258,2339,334,52,560,325,103
0,219,1086,191,30,1922,323,168
1,265,2514,321,106,366,324,102
0,237,1721,296,2,981,343,197
0,253,2239,329,56,620,323,110
1,246,2613,380,57,548,322,121
1,263,2151,412,71,491,330,114
1,247,1519,252,7,726,343,169
0,210,1485,187,68,413,286,134
0,260,2446,332,108,380,328,118
1,222,1900,314,46,1836,327,177
1,251,3349,366,218,378,310,104
0,255,1694,223,50,543,331,141
0,257,2468,399,15,461,351,182
0,262,2452,356,51,550,330,108
0,256,2192,317,12,935,342,129
1,254,1949,278,24,560,328,137
0,256,2545,337,59,359,321,123
0,248,1921,314,32,309,324,146
1,221,1920,322,8,488,318,185
0,75,721,147,9,1338,181,198
0,260,2790,355,81,276,323,118
1,262,2588,324,103,384,322,103
0,243,3975,426,220,502,306,108
1,237,2157,357,2,806,354,217
0,246,2192,297,40,558,319,137
0,242,1803,292,36,665,313,112
0,255,2141,303,35,355,325,131
0,255,2276,363,16,842,338,127
1,177,2378,388,60,1723,290,201
1,255,4236,528,237,307,301,79
1,259,2234,361,39,445,324,115
0,251,3043,323,215,460,310,102
1,270,2352,408,39,606,337,105
0,124,646,143,4,1871,255,235
0,252,1802,252,61,467,326,142
0,264,2509,359,55,527,332,109
0,253,2028,328,41,494,325,131
1,265,1940,316,93,377,327,109
0,252,2919,296,181,514,312,108
0,264,2290,392,88,478,328,109
1,240,2149,364,3,661,355,211
1,259,2933,371,79,312,323,119
0,224,1933,342,3,622,323,191
1,256,2244,330,33,411,339,158
0,252,2731,318,132,335,313,114
0,229,2169,313,79,517,298,127
0,261,2402,298,95,385,321,104
0,266,2188,374,81,480,330,110
1,259,2042,408,48,670,342,130
0,254,3937,513,207,268,295,71
1,260,2989,423,54,714,340,122
0,250,1753,250,27,777,336,156
0,231,3754,391,222,436,294,111
1,241,1473,215,22,583,311,125
1,251,2854,300,153,336,310,106
0,249,2822,333,127,725,318,114
0,249,2397,290,69,439,315,126
0,245,2211,372,11,507,344,190
1,244,1578,266,26,433,313,125
0,123,875,123,18,763,218,187
1,242,977,244,8,1091,322,125
1,241,1937,339,5,593,340,190
1,255,2852,353,90,667,325,114
0,260,2730,371,58,371,325,118
1,255,2900,379,64,778,334,121
0,239,1893,307,57,1136,328,151
1,258,1888,319,5,482,346,166
1,217,1123,187,20,1662,325,185
0,266,2359,394,94,433,328,107
1,150,982,153,25,622,236,168
0,247,2262,358,8,438,349,191
1,250,3367,386,189,409,307,101
0,249,2188,355,47,607,325,116
1,252,2537,347,62,402,319,127
0,244,1660,272,29,404,313,126
1,246,2114,366,8,494,343,186
1,263,2453,334,62,380,328,117
1,244,2078,328,67,665,320,118
1,260,3388,445,148,495,335,128
0,252,1721,253,22,801,339,159
0,234,1741,286,41,1395,332,170
0,251,1486,252,6,761,346,168
0,255,2293,365,14,950,344,128
1,245,2407,383,9,575,359,208
1,262,2341,356,80,492,330,116
1,267,1990,321,81,380,328,109
0,241,1828,307,2,755,351,203
1,250,3245,394,119,574,322,115
0,249,2146,336,23,459,327,143
0,261,2258,257,97,472,332,130
1,260,2616,350,49,419,328,126
1,240,1759,267,33,1019,331,157
1,252,2608,324,76,346,316,119
1,247,2690,281,166,556,311,112
1,211,1265,209,39,2232,322,168
1,240,1519,252,7,782,337,175
0,253,2043,328,45,475,324,129
1,246,2420,393,9,547,355,197
0,235,1907,303,60,1219,323,148
0,221,1959,339,8,536,319,186
1,246,1849,252,53,562,327,152
1,253,2238,341,29,444,341,167
0,214,3267,418,109,275,289,134
0,223,1921,357,5,607,321,189
1,260,2269,380,85,622,339,124
0,265,1875,311,85,396,326,109
0,261,2589,331,154,324,320,105
0,264,2264,367,87,409,326,108
1,245,2558,270,173,564,314,115
0,266,2201,273,89,379,325,101
0,253,3041,382,93,646,326,116
1,252,2455,389,17,466,335,157
0,261,2260,308,41,427,337,142
0,264,2457,354,115,308,324,109
1,252,1673,252,56,483,327,143
1,239,1714,389,12,977,314,119
1,248,3455,376,230,418,307,103
0,251,2614,328,58,752,323,117
0,263,2230,350,44,589,332,110
1,248,2990,362,100,742,316,112
1,251,1672,339,29,622,321,118
0,264,2270,313,69,442,333,125
0,207,4129,480,238,395,273,117
0,255,2692,339,62,769,329,118
1,260,2211,227,127,347,321,110
0,263,2346,238,116,446,332,126
0,231,1856,336,4,541,329,189
1,240,975,128,35,409,312,127
0,252,2459,337,66,596,322,108
0,246,2296,355,55,607,321,116
0,262,2537,314,125,350,322,105
0,263,2128,340,6,397,351,167
0,226,1415,208,27,638,318,174
0,252,2830,322,132,663,316,110
0,246,2320,311,41,549,319,138
1,259,2475,264,127,413,324,118
1,227,2121,340,63,1818,329,172
0,247,2409,329,56,473,318,135
1,242,2000,348,7,513,338,185
1,195,2597,346,61,398,262,123
1,253,2588,381,19,435,335,156
0,248,2220,364,9,468,336,166
0,258,1807,307,10,590,334,126
1,255,2771,289,187,494,315,107
1,260,1802,294,5,428,345,162
0,261,2351,413,73,536,329,115
0,215,2158,295,74,518,295,154
1,247,2058,303,51,634,317,111
1,237,1915,347,3,793,337,191
1,259,6523,757,327,242,309,88
1,248,2123,337,11,374,341,177
0,246,1789,308,20,393,320,138
1,249,2524,351,92,416,321,135
0,267,2265,360,78,373,327,106
0,179,1426,225,27,1072,272,166
0,249,2038,387,51,657,332,128
0,206,2376,336,78,687,295,163
1,250,1541,255,6,661,343,166
0,267,2022,317,102,360,327,108
1,261,2553,307,155,368,320,105
1,267,1837,306,8,624,348,134
1,255,2414,307,61,325,319,120
1,249,2406,385,8,476,348,181
1,204,2126,227,141,517,284,135
1,265,2410,303,98,379,324,102
1,262,2620,343,166,338,322,107
1,250,3058,390,93,517,322,126
1,243,3478,558,38,470,303,101
1,255,3542,464,163,471,332,130
1,247,2233,354,10,433,341,175
0,154,2141,332,43,560,224,129
0,250,2438,318,52,485,319,130
0,255,1632,295,2,814,347,171
1,57,1160,180,21,691,144,173
0,251,2720,365,27,458,313,105
0,249,2747,264,186,474,312,114
1,169,1548,270,35,388,244,133
1,251,2604,301,110,335,312,114
1,263,2359,325,100,309,323,107
1,265,2527,327,108,370,325,103
1,246,2050,337,6,663,354,200
0,248,2401,301,58,437,316,129
0,251,2173,340,22,631,330,148
1,251,3422,373,225,414,309,103
1,248,2255,369,10,469,336,166
1,251,1565,255,7,680,343,164
0,265,1672,279,32,623,330,105
1,253,2447,276,102,418,317,120
0,269,2149,288,61,442,330,103
1,253,1470,248,10,816,350,169
1,264,2198,270,76,386,330,119
0,248,1864,249,54,554,326,147
1,240,1924,284,32,750,321,149
0,256,1775,286,4,405,347,172
0,249,1796,284,8,319,340,172
1,216,2740,389,102,690,300,150
1,257,1943,341,6,535,348,170
0,253,2536,285,121,327,312,110
0,247,2403,381,13,486,347,190
0,225,1888,279,72,1496,320,157
1,260,2502,269,129,398,326,119
0,227,1517,268,13,1037,326,183
1,263,1882,330,4,571,354,168
0,255,1780,276,21,586,334,143
0,256,1683,222,53,525,332,141
1,241,1654,275,23,413,311,130
1,253,2374,340,44,582,322,105
0,119,819,109,28,330,183,118
1,236,2404,371,73,1119,322,146
0,253,6885,761,362,272,302,85
1,232,2528,340,38,390,290,101
1,239,2008,334,1,726,340,191
0,71,859,153,10,1029,185,212
0,249,2665,339,56,778,322,119
0,260,2317,369,101,403,327,117
1,237,1809,248,24,738,318,156
1,247,2101,285,41,582,321,138
0,260,2393,333,37,421,333,134
1,247,1479,247,7,784,345,171
0,259,2888,430,25,571,328,107
1,245,1980,303,31,677,323,143
0,253,2441,259,138,388,314,114
1,259,2110,212,117,357,321,112
0,261,2378,342,60,452,336,136
0,227,1635,272,3,1181,335,200
1,265,2506,355,94,368,325,105
1,254,2788,319,152,376,312,110
1,250,3025,331,198,502,311,104
1,255,1848,293,12,335,340,158
0,181,2186,305,41,222,242,117
0,262,2512,360,23,1085,352,132
1,261,2931,340,170,275,320,105
0,228,1822,330,2,1041,337,204
0,247,1883,277,36,762,328,144
1,231,1213,210,9,712,302,123
0,259,2074,253,100,356,329,125
0,245,1638,275,31,457,313,123
1,192,2849,458,88,1819,304,197
0,136,2107,350,42,626,208,129
1,259,1630,260,5,322,348,169
0,261,2271,350,25,392,342,157
0,249,1757,246,41,538,324,141
0,180,2357,375,44,525,251,130
0,259,2619,388,46,371,326,122
0,211,2779,310,168,559,288,127
0,262,1705,290,32,612,326,104
1,250,3544,421,126,516,320,114
0,243,1857,249,34,623,321,148
0,254,2282,366,14,444,344,174
1,248,3601,355,224,370,306,103
1,226,1907,334,6,520,324,187
1,135,956,133,30,536,217,156
1,242,1615,279,37,1154,335,161
1,232,1950,357,3,784,332,194
1,229,3034,302,199,527,297,115
0,252,2947,272,210,411,315,115
0,257,2390,387,13,471,353,186
1,265,2899,349,63,329,322,100
0,248,1849,328,40,522,313,116
1,253,2401,271,88,465,319,125
0,244,1837,313,4,827,352,200
0,252,2654,310,107,312,313,115
1,257,1767,277,8,331,345,170
0,259,2533,343,74,366,321,109
0,248,1788,257,59,497,324,144
1,254,2106,332,25,441,341,163
1,254,1952,297,24,549,333,145
1,247,2412,378,9,489,345,179
0,251,1971,324,4,483,348,183
1,254,1504,259,15,782,347,164
1,245,2044,349,8,483,338,178
1,251,2150,338,10,457,336,158
1,251,2444,266,106,385,314,119
0,250,2772,304,150,337,310,107
0,246,1774,262,32,858,332,152
1,173,1048,153,36,617,258,163
0,260,9293,955,575,236,314,99
0,254,1704,225,49,560,330,141
0,262,2226,352,46,536,329,111
1,119,774,116,14,743,214,188
0,248,1504,253,21,949,344,169
1,259,2446,312,86,359,320,106
1,236,1907,319,3,496,334,185
1,225,2985,472,91,1925,329,177
1,256,2750,327,158,364,316,106
1,264,2242,297,85,403,326,110
1,235,2507,258,168,419,305,122
1,249,2279,387,35,450,314,117
0,273,1631,272,7,429,347,133
0,273,1438,251,6,459,348,135
1,244,2047,323,14,377,328,159
0,251,2054,331,31,466,325,135
0,259,2870,353,165,425,317,102
0,252,1954,294,26,587,331,144
0,255,3310,500,36,559,328,115
1,251,2350,379,13,473,336,162
1,265,1800,329,52,489,331,116
1,229,1773,294,49,1562,329,169
0,265,1706,276,20,534,345,147
1,249,2703,330,123,688,317,112
1,260,2331,377,94,622,336,121
1,260,2338,325,56,335,327,123
0,253,2426,298,63,394,318,127
0,228,1798,247,29,1167,322,170
0,252,2450,302,65,372,317,127
1,252,2586,293,116,340,314,117
0,251,2934,331,179,443,311,107
0,250,3122,316,172,423,307,103
0,255,3045,427,61,716,336,122
0,257,2451,375,52,471,332,136
0,222,1965,312,63,1956,326,171
1,250,2574,328,71,365,315,124
0,252,2061,287,26,484,326,137
1,253,2729,316,128,330,314,114
0,252,1957,300,23,551,332,146
0,250,2751,328,100,315,312,117
1,252,1481,252,14,819,348,167
0,252,3262,419,184,464,320,114
1,224,1436,250,14,1103,326,184
